player_Name	country	Player_id	Birth_year	Birth_month	Birth_day	height	weight	final_game
albert-alcaraz-ivorra_daniel-santos	ESP	11466	1983	5	18	180	61	2003
albert-alcaraz-ivorra_david-biosca-girvent	ESP	11467	1979	6	1	174	54	2003
albert-alcaraz-ivorra_david-jorda-sanchis	ESP	11468	1975	3	23	160	74	2007
albert-alcaraz-ivorra_david-vega-hernandez	ESP	11469	1980	12	11	151	76	2007
albert-alcaraz-ivorra_diego-soto-gonzalez	ESP	11470	1982	1	8	171	65	1997
albert-alcaraz-ivorra_eduard-esteve-lobato	ESP	11471	1993	9	22	159	58	2003
albert-alcaraz-ivorra_fernando-sala	ESP	11472	1985	7	10	147	59	1996
albert-alcaraz-ivorra_filippo-baldi	ESP	11473	1979	11	26	150	66	2008
albert-alcaraz-ivorra_georgyi-malyshev	ESP	11474	1982	4	29	150	84	1997
albert-alcaraz-ivorra_gerard-granollers-pujol	ESP	11475	1976	11	18	165	78	1999
albert-alcaraz-ivorra_goncalo-oliveira	ESP	11476	1982	4	13	170	60	1999
albert-alcaraz-ivorra_ivan-gakhov	ESP	11477	1992	7	15	156	76	2005
albert-alcaraz-ivorra_ivan-navarro	ESP	11478	1989	12	17	147	90	1998
albert-alcaraz-ivorra_jaume-pla-malfeito	ESP	11479	1984	3	31	147	84	2000
albert-alcaraz-ivorra_jean-marc-werner	ESP	11480	1995	8	27	161	68	2008
albert-alcaraz-ivorra_jordan-correia	ESP	11481	1991	11	22	161	80	2003
albert-alcaraz-ivorra_jose-anton-salazar-martin	ESP	11482	1975	5	15	167	58	2006
albert-alcaraz-ivorra_jose-fco.-vidal-azorin	ESP	11483	1980	1	31	186	47	2000
albert-alcaraz-ivorra_jose-maria-paniagua	ESP	11484	1993	3	3	158	77	2010
albert-alcaraz-ivorra_juan-jose-leal-gomez	ESP	11485	1977	3	19	184	73	2009
albert-alcaraz-ivorra_juan-lizariturry	ESP	11486	1990	6	20	156	87	2005
albert-alcaraz-ivorra_juan-montes	ESP	11487	1982	6	13	173	52	2009
albert-alcaraz-ivorra_kaichi-uchida	ESP	11488	1994	5	13	157	45	2007
albert-alcaraz-ivorra_krittin-koaykul	ESP	11489	1977	10	26	164	87	2001
albert-alcaraz-ivorra_lucas-gomez	ESP	11490	1994	7	16	156	51	1998
albert-alcaraz-ivorra_marc-giner	ESP	11491	1988	2	15	157	46	2009
albert-alcaraz-ivorra_marcos-jimenez-letrado	ESP	11492	1994	8	14	151	60	2007
albert-alcaraz-ivorra_mario-vilella-martinez	ESP	11493	1984	11	27	166	56	2011
albert-alcaraz-ivorra_mauricio-doria-medina	ESP	11494	1996	9	11	184	68	2012
albert-alcaraz-ivorra_miguel-semmler	ESP	11495	1984	1	15	180	48	2003
albert-alcaraz-ivorra_or-ram-harel	ESP	11496	1982	9	10	172	50	1998
albert-alcaraz-ivorra_pablo-vivero-gonzalez	ESP	11497	1986	11	30	177	56	1997
albert-alcaraz-ivorra_pietro-licciardi	ESP	11498	1988	10	18	180	56	2012
albert-alcaraz-ivorra_pol-toledo-bague	ESP	11499	1985	12	31	148	90	2002
albert-alcaraz-ivorra_quim-sorni-chavarria	ESP	11500	1978	12	9	149	82	2006
albert-alcaraz-ivorra_rafael-mazon-hernandez	ESP	11501	1978	7	4	185	71	2011
albert-alcaraz-ivorra_ricardo-ojeda-lara	ESP	11502	1991	5	8	184	52	1997
albert-alcaraz-ivorra_robert-dula	ESP	11503	1981	3	24	171	85	1998
albert-alcaraz-ivorra_samuel-ribeiro-navarrete	ESP	11504	1992	4	26	161	58	1996
albert-alcaraz-ivorra_sergio-gutierrez-ferrol	ESP	11505	1979	11	11	171	54	2012
albert-alcaraz-ivorra_stefan-fiacan	ESP	11506	1994	4	7	176	78	2010
albert-alcaraz-ivorra_tak-khunn-wang	ESP	11507	1981	7	29	161	49	2008
albert-alcaraz-ivorra_tom-hill	ESP	11508	1985	4	28	152	61	2000
albert-alcaraz-ivorra_victor-gimeno-traver	ESP	11509	1975	11	25	187	78	2004
albert-alcaraz-ivorra_vullnet-tashi	ESP	11510	1977	3	19	162	46	2009
albert-allotey	GHA	11511	1980	10	21	167	52	1999
albert-altuna	ECU	11512	1990	5	9	149	77	2010
albert-anthony-berrocaltinoco	PER	11513	1996	4	15	181	57	2000
albert-anthony-berrocaltinoco_cesar-montes-de-oca-murillo	PER	11514	1985	7	27	178	68	2006
albert-arnau	ESP	11515	1979	3	21	175	60	1998
albert-arnau_arnau-santillana	ESP	11516	1990	5	29	157	68	2000
albert-arthur	GHA	11517	1994	7	31	172	72	2010
albert-arthur_frederick-egyir	GHA	11518	1989	5	22	174	64	2003
albert-arthur_menford-owusu	GHA	11519	1985	11	11	187	83	2001
albert-arthur_robert-mensah-kpodo	GHA	11520	1994	2	28	149	48	2006
albert-arthur_tinotenda-chanakira	GHA	11521	1975	3	17	173	59	2010
albert-asher-mannari	USA	11522	1984	12	30	162	86	2009
albert-asiedu	GHA	11523	1977	10	2	161	83	1998
albert-baan_wouter-koning	NED	11524	1978	11	12	160	81	2010
albert-ballesta-coll	ESP	11525	1996	7	24	174	87	1996
albert-ballesta-coll_andrew-banks	ESP	11526	1976	12	27	184	57	2002
albert-ballesta-coll_bernat-mas-avellaneda	ESP	11527	1982	12	31	149	79	2007
albert-ballesta-coll_borja-tor-de-sierra	ESP	11528	1990	11	20	172	62	2007
albert-ballesta-coll_christian-banzer	ESP	11529	1978	12	20	157	65	2006
albert-ballesta-coll_eric-scherer	ESP	11530	1977	2	25	181	69	2003
albert-ballesta-coll_ivan-estevez-caballero	ESP	11531	1984	5	10	154	81	1997
albert-ballesta-coll_kamil-filali	ESP	11532	1975	4	13	187	71	2012
albert-ballesta-coll_luca-bonati	ESP	11533	1975	5	16	164	54	2003
albert-ballesta-coll_mahmoud-rezk	ESP	11534	1984	8	2	173	81	1996
albert-ballesta-coll_narcis-pelach-torres	ESP	11535	1994	7	23	173	64	2001
albert-ballesta-coll_noe-los-mozos-amoros	ESP	11536	1975	2	13	147	65	2012
albert-ballesta-coll_rouslan-nourmatov	ESP	11537	1988	10	31	167	48	2000
albert-ballesta-coll_ruben-merchan-huecas	ESP	11538	1978	5	14	175	65	2002
albert-ballesta-coll_sergio-parente-vazquez	ESP	11539	1978	10	21	180	77	1998
albert-bashilov	RUS	11540	1996	5	27	185	76	1997
albert-bassas	ESP	11541	1993	11	1	179	90	2007
albert-bassas_david-morente-guerrero	ESP	11542	1987	10	26	186	77	2003
albert-bassas_diego-hipperdinger	ESP	11543	1983	10	28	177	70	2010
albert-bassas_jicham-zaatini	ESP	11544	1987	9	26	177	90	2012
albert-bassas_jose-luis-martinez-hervas	ESP	11545	1982	8	5	174	73	2008
albert-bassas_marc-mas-cot	ESP	11546	1988	2	5	174	73	1998
albert-bassas_oscar-burrieza-lopez	ESP	11547	1993	10	9	147	82	2000
albert-bassas_sergi-duran-bernad	ESP	11548	1994	4	22	171	78	2012
albert-bergada-alburqueque	ESP	11549	1991	3	16	179	75	1998
albert-bergada-alburqueque_david-villar-esquer	ESP	11550	1976	2	12	183	48	1999
albert-bergada-alburqueque_david-villart	ESP	11551	1988	3	19	187	73	2009
albert-bergada-alburqueque_sixto-riasol-perez	ESP	11552	1991	9	21	153	49	1998
albert-bickom	NGR	11553	1988	10	10	170	86	2003
albert-bisong-bikom	NGR	11554	1978	3	30	177	56	2007
albert-bisong-bikom_christian-paul	NGR	11555	1981	10	1	161	48	2010
albert-bisong-bikom_david-chaplefeh-forchap	NGR	11556	1977	11	26	154	55	1998
albert-bisong-bikom_edward-christopher-anefu	NGR	11557	1988	11	25	170	68	2012
albert-bisong-bikom_siu-fai-kelvin-lam	NGR	11558	1980	10	3	154	84	2000
albert-bisong-bikom_sunday-maku	NGR	11559	1982	4	3	171	77	2012
albert-bisong-bikom_sylvester-emmanuel	NGR	11560	1994	1	8	161	61	2001
albert-bisong-bikom_thomas-otu	NGR	11561	1978	4	15	176	80	2003
albert-bisong-bikom_yannis-moulod	NGR	11562	1981	4	15	153	48	2009
albert-bonavila	ESP	11563	1977	12	18	151	70	2001
albert-bonfil-barba	ESP	11564	1979	12	5	151	85	2009
albert-bonfil-barba_alberto-banus-sado	ESP	11565	1989	4	31	161	89	2001
albert-bonfil-barba_alberto-lopez-nunez	ESP	11566	1977	11	3	184	45	2001
albert-bonfil-barba_christian-requeni-sivera	ESP	11567	1979	8	22	169	87	1996
albert-bonfil-barba_israel-frias-rubio	ESP	11568	1987	6	26	163	59	2000
albert-bonfil-barba_octavi-pallares	ESP	11569	1976	5	16	153	87	2004
albert-bonneau	PER	11570	1991	5	29	175	70	2003
albert-bonneau_gonzalo-bienzobas	CHI	11571	1982	10	2	162	68	2002
albert-bonneau_jimmy-chu	PER	11572	1977	1	23	160	57	1999
albert-brice	USA	11573	1995	11	24	154	48	1998
albert-brice_ken-whitaker	USA	11574	1995	3	31	155	55	2000
albert-brice_matthew-rowe	USA	11575	1979	3	6	161	56	1999
albert-brugues-davi	ESP	11576	1989	7	18	157	64	2012
albert-brugues-davi_gil-sala-bordallo	ESP	11577	1982	5	9	153	51	1997
albert-buira-alzuria	ESP	11578	1984	4	16	159	86	1999
albert-buruga	ROU	11579	1981	10	11	174	74	1999
albert-chang	CAN	11580	1994	4	6	181	66	2002
albert-chang_brett-hansen-dent	CAN	11581	1979	2	2	174	72	2006
albert-chang_david-kass	CAN	11582	1976	2	3	149	73	2002
albert-chang_mark-greenan	CAN	11583	1989	11	6	182	60	2005
albert-chermit	USA	11584	1986	2	8	164	80	2004
albert-chermit_daniel-superlano	USA	11585	1992	5	22	149	83	1996
albert-christie	USA	11586	1986	2	6	171	55	2005
albert-chudy	POL	11587	1986	7	24	156	64	1997
albert-chudy_jasza-szajrych	POL	11588	1988	4	18	169	85	2003
albert-chudy_pawel-kaliszewski	POL	11589	1990	3	15	180	90	2005
albert-chudy_witold-konopko	POL	11590	1991	6	14	179	52	2005
albert-codina-sala	ESP	11591	1983	9	18	170	50	1998
albert-codina-sala_marc-vargas	ESP	11592	1991	12	18	163	52	2005
albert-costa	ESP	11593	1990	7	1	161	84	2005
albert-costa_alberto-martin	ESP	11594	1975	1	7	179	69	2004
albert-costa_alejandro-bragado-caceres	ESP	11595	1982	3	16	182	57	2007
albert-costa_alex-corretja	ESP	11596	1992	1	4	159	45	2002
albert-costa_alex-lopez-moron	ESP	11597	1991	9	28	182	48	2004
albert-costa_feliciano-lopez	ESP	11598	1980	6	11	166	64	2000
albert-costa_fernando-vicente	ESP	11599	1991	6	10	175	71	2009
albert-costa_galo-blanco	ESP	11600	1993	7	26	163	73	2003
albert-costa_gonzalo-corrales	ESP	11601	1993	6	21	169	90	2012
albert-costa_javier-avila	ESP	11602	1977	11	10	160	89	2009
albert-costa_joaquin-revert	ESP	11603	1978	1	8	161	70	2005
albert-costa_john-van-lottum	ESP	11604	1992	8	17	163	88	2003
albert-costa_juan-ignacio-carrasco	ESP	11605	1983	3	19	148	53	2002
albert-costa_marat-safin	ESP	11606	1975	9	2	163	71	2002
albert-costa_marcel-granollers	ESP	11607	1996	7	30	181	62	1997
albert-costa_martin-verkerk	ESP	11608	1984	10	11	152	53	2008
albert-costa_rafael-nadal	ESP	11609	1977	1	27	185	75	2002
albert-costa_roberto-carretero-diaz	ESP	11610	1978	5	13	152	86	2010
albert-costa_tommy-robredo	ESP	11611	1988	11	25	158	65	2010
albert-creixell-gine	ESP	11612	1981	2	16	153	88	1997
albert-digilov	KGZ	11613	1989	9	3	168	60	1998
albert-digilov_eldar-safiullin	KGZ	11614	1983	3	3	181	79	2001
albert-digilov_ernest-batirbekov	KGZ	11615	1989	10	9	180	67	2007
albert-digilov_ilia-sazonov	KGZ	11616	1995	9	24	177	65	2003
albert-dodoo	GHA	11617	1977	3	7	177	62	2011
albert-dodoo_jones-sasu	GHA	11618	1994	2	8	180	47	1998
albert-driscole	USA	11619	1996	8	22	158	59	1998
albert-escofet-calsina	ESP	11620	1992	11	21	154	66	2012
albert-escofet-calsina_sebastian-martinez-farriols	ESP	11621	1985	9	3	183	55	2012
albert-frances	FRA	11622	1975	3	9	161	54	2003
albert-freixas-palomino	ESP	11623	1994	7	25	179	65	2010
albert-freixas-palomino_alex-casas-solsona	ESP	11624	1978	6	2	150	88	2008
albert-freixas-palomino_alex-castellanos-munuera	ESP	11625	1992	7	24	162	56	1996
albert-freixas-palomino_oscar-gavalda	ESP	11626	1988	3	7	174	63	2008
albert-gaertner	RSA	11627	1985	5	12	154	46	2000
albert-garriga-montoya	ESP	11628	1994	9	23	154	52	1996
albert-giner-rojas	ESP	11629	1983	4	22	167	78	2002
albert-giner-rojas_jose-antonio-pardo-garcia	ESP	11630	1989	8	13	170	62	2007
albert-go	USA	11631	1980	4	6	168	75	2005
albert-godjali	INA	11632	1976	8	17	152	88	2010
albert-godjali_alvin-putra-kurniawan	INA	11633	1978	6	8	169	56	1997
albert-godjali_ivan-regan	INA	11634	1975	5	20	150	70	2005
albert-godjali_ivan-regan-krijanto	INA	11635	1975	4	18	162	50	2003
albert-godjali_putu-darmawan	INA	11636	1991	2	6	165	83	2006
albert-godjali_sonny-purnomo	INA	11637	1984	10	17	157	46	2009
albert-grigorian	RUS	11638	1990	4	23	159	56	2000
albert-hamilton	USA	11639	1977	7	13	152	84	2011
albert-hardja	USA	11640	1990	6	2	153	63	2001
albert-hardja_gene-ligeon	USA	11641	1977	5	5	176	57	1999
albert-hardja_winnington-grazette	TTO	11642	1988	9	16	153	65	2011
albert-harum	USA	11643	1991	9	25	164	53	2005
albert-hill	USA	11644	1993	12	23	159	52	2000
albert-ionut-stefan	ROU	11645	1993	9	18	186	51	2011
albert-ionut-stefan_alexandros-kanaris	GRE	11646	1983	3	20	154	78	1996
albert-ionut-stefan_matei-fotea	ROU	11647	1988	6	6	183	57	2001
albert-ionut-stefan_stefan-andrei	ROU	11648	1986	8	11	149	66	1999
albert-jose-maria-almendros	ESP	11649	1995	5	31	163	84	2010
albert-jose-maria-almendros_carlos-poch-gradin	ESP	11650	1987	11	24	155	57	2011
albert-jose-maria-almendros_guillem-closa-puncernau	ESP	11651	1980	3	8	187	90	1999
albert-jou_james-seagraves	USA	11652	1990	4	9	178	53	2000
albert-jou_victor-kolik	USA	11653	1977	7	2	169	78	2005
albert-kao	USA	11654	1983	12	27	164	70	1999
albert-kirsten	RSA	11655	1988	7	2	184	77	2005
albert-kirsten_duther-theron	RSA	11656	1980	9	6	170	52	2012
albert-klvac	CZE	11657	1976	5	6	152	73	1999
albert-koteng	KEN	11658	1982	11	21	184	90	1999
albert-larregola-cortezon	ESP	11659	1993	10	22	152	70	2008
albert-larregola-cortezon_arnau-brugues-davi	ESP	11660	1989	8	22	184	75	2003
albert-larregola-cortezon_enric-guaita-pais	ESP	11661	1976	2	15	153	55	2008
albert-larregola-cortezon_jordi-castello-fabregas	ESP	11662	1982	4	17	170	64	2006
albert-larregola-cortezon_xavier-colomina-farre	ESP	11663	1980	6	7	153	79	1996
albert-lee	CAN	11664	1992	2	12	153	53	2003
albert-lee_jeremy-giles	BAR	11665	1985	8	18	149	72	2002
albert-llebot-lozano	ESP	11666	1990	9	20	160	62	2011
albert-llebot-lozano_xavier-colomina-farre	ESP	11667	1977	10	16	158	85	2003
albert-loncaric	CRO	11668	1980	1	1	176	60	2003
albert-loncaric_aleksandar-maric	CRO	11669	1990	12	24	165	55	2012
albert-loncaric_denys-molchanov	CRO	11670	1977	3	31	172	53	2003
albert-loncaric_duje-tomasovic	CRO	11671	1991	11	20	156	52	2009
albert-loncaric_goran-jukopila	CRO	11672	1978	9	15	150	71	1997
albert-loncaric_ivan-cerovic	CRO	11673	1996	2	11	156	71	1999
albert-loncaric_ivan-dodig	BIH	11674	1984	6	20	162	67	1999
albert-loncaric_kristijan-mesaros	CRO	11675	1976	10	29	183	69	2007
albert-loncaric_luka-kukulic	CRO	11676	1984	10	6	175	81	2003
albert-loncaric_marko-becht	CRO	11677	1978	11	16	172	58	1997
albert-loncaric_nikola-martinovic	CRO	11678	1975	6	26	170	84	2002
albert-loncaric_nodar-itonishvili	GEO	11679	1990	7	23	165	86	1998
albert-loncaric_robert-loncaric	CRO	11680	1977	9	26	180	66	2009
albert-loncaric_tomislav-raca	CRO	11681	1979	2	12	154	61	2006
albert-loncaric_vinko-ojdanic	CRO	11682	1978	3	14	178	50	2001
albert-mare	BUR	11683	1986	5	2	182	82	1999
albert-mare_bernard-ouedraogo	BUR	11684	1982	3	22	153	72	1999
albert-mare_sansan-dabire	BUR	11685	1981	4	16	152	88	2005
albert-martinez-del-valle_ignasi-cots	ESP	11686	1980	2	6	161	65	2009
albert-matas	ESP	11687	1991	3	27	159	61	1998
albert-mayoral	ESP	11688	1975	9	5	179	67	2007
albert-modul_gerard-rabell	ESP	11689	1979	10	7	164	56	1996
albert-moiseev	UZB	11690	1975	7	8	153	84	2002
albert-moiseev_suhrob-tairov	UZB	11691	1981	4	18	174	53	2004
albert-molina	ESP	11692	1992	12	21	183	59	1996
albert-molina_david-perez-lalanda	ESP	11693	1979	2	15	173	60	2011
albert-molina_sergio-domenech	ESP	11694	1995	4	9	177	63	2011
albert-montanes	ESP	11695	1980	5	22	168	62	2001
albert-montanes_alberto-martin	ESP	11696	1987	7	8	151	71	2007
albert-montanes_albert-portas	ESP	11697	1988	8	2	174	84	1998
albert-montanes_albert-ramos-vinolas	ESP	11698	1988	11	9	169	89	2000
albert-montanes_alex-lopez-moron	ESP	11699	1991	8	8	151	59	2006
albert-montanes_andre-ghem	BRA	11700	1993	10	15	161	70	1997
albert-montanes_carlos-poch-gradin	ESP	11701	1985	9	23	148	48	2012
albert-montanes_carlos-rexach-itoiz	ESP	11702	1990	3	21	153	65	2000
albert-montanes_daniel-gimeno-traver	ESP	11703	1989	1	3	149	52	2011
albert-montanes_david-ferrer	ESP	11704	1993	10	7	159	46	2000
albert-montanes_david-sanchez	ESP	11705	1981	6	8	159	47	1996
albert-montanes_didac-perez	ESP	11706	1977	8	29	152	74	2002
albert-montanes_emilio-benfele-alvarez	ESP	11707	1987	5	16	147	48	1999
albert-montanes_fabio-fognini	ITA	11708	1989	9	20	178	75	1997
albert-montanes_fernando-vicente	ESP	11709	1985	8	11	170	74	2010
albert-montanes_filippo-volandri	ESP	11710	1987	8	23	161	86	2003
albert-montanes_francesc-montanes-roca	ESP	11711	1983	3	24	156	65	1998
albert-montanes_franco-ferreiro	BRA	11712	1981	2	27	162	67	2003
albert-montanes_galo-blanco	ESP	11713	1981	11	9	174	60	2001
albert-montanes_gerard-granollers	ESP	11714	1996	3	6	179	54	2006
albert-montanes_gerardo-morales-ramirez	ESP	11715	1991	11	23	184	79	2000
albert-montanes_german-puentes	ESP	11716	1995	11	16	176	78	2000
albert-montanes_gilles-simon	ESP	11717	1991	2	11	183	55	2008
albert-montanes_gorka-fraile	ESP	11718	1979	5	9	168	82	2009
albert-montanes_guillermo-alcaide	ESP	11719	1985	12	23	171	58	2002
albert-montanes_guillermo-garcia-lopez	ESP	11720	1982	12	3	151	74	2005
albert-montanes_inigo-cervantes	ESP	11721	1982	6	19	171	87	1998
albert-montanes_ivan-navarro	ESP	11722	1992	12	11	183	77	2009
albert-montanes_jacobo-moreno-moreno	ESP	11723	1979	11	6	167	46	2009
albert-montanes_jordi-fernandez-rubio	ESP	11724	1986	11	20	151	69	2006
albert-montanes_jose-acasuso	ARG	11725	1994	4	10	152	89	2012
albert-montanes_jose-maria-arenas	ESP	11726	1977	11	10	174	64	1998
albert-montanes_juan-albert-viloca-puig	ESP	11727	1983	7	11	165	47	2006
albert-montanes_juan-antonio-marin	CRC	11728	1984	6	11	186	90	1996
albert-montanes_juan-ignacio-carrasco	ESP	11729	1990	4	24	162	61	2003
albert-montanes_juan-monaco	ARG	11730	1981	3	7	172	80	2000
albert-montanes_lamine-ouahab	ESP	11731	1995	12	19	187	49	2005
albert-montanes_manuel-angel-sala-martin-de-ruedas	ESP	11732	1990	9	11	185	80	2002
albert-montanes_marcel-granollers	ESP	11733	1987	7	16	160	89	2005
albert-montanes_marc-lopez	ESP	11734	1987	3	11	170	58	2001
albert-montanes_martin-vassallo-arguello	ESP	11735	1975	8	30	149	73	2005
albert-montanes_maximo-gonzalez	ARG	11736	1987	6	11	178	88	1999
albert-montanes_narcis-pelach-torres	ESP	11737	1994	8	2	163	61	2003
albert-montanes_nicolas-almagro	ESP	11738	1980	6	25	147	71	2001
albert-montanes_oscar-hernandez	ESP	11739	1994	7	3	173	47	2002
albert-montanes_roberto-bautista-agut	ESP	11740	1988	4	5	178	62	2002
albert-montanes_roberto-carballes-baena	ESP	11741	1988	5	16	150	63	2002
albert-montanes_ruben-ramirez-hidalgo	ESP	11742	1977	12	11	183	51	2009
albert-montanes_salvador-navarro	ESP	11743	1993	2	27	156	45	2012
albert-montanes_santiago-ventura	ESP	11744	1976	7	9	173	82	2004
albert-montanes_sergi-duran-bernad	ESP	11745	1991	7	26	160	50	2000
albert-montanes_sergio-roitman	ESP	11746	1988	12	13	180	63	1997
albert-montanes_thomaz-bellucci	BRA	11747	1978	5	5	186	76	1998
albert-montanes_tomas-behrend	Germany	11748	1992	3	5	176	88	1999
albert-montanes_tommy-robredo	ESP	11749	1975	12	26	155	61	2011
albert-nassedkine	RUS	11750	1988	5	17	157	54	2010
albert-nassedkine_alexey-gavrilov	RUS	11751	1989	6	4	176	65	2006
albert-nersesyan	RUS	11752	1980	11	2	158	54	1996
albert-nersesyan_ashot-gevorgyan	ARM	11753	1987	6	16	184	65	2004
albert-njogu	KEN	11754	1984	4	12	174	82	2004
albert-njogu_fabrice-tuyishime	KEN	11755	1978	1	30	170	62	1997
albert-njogu_keean-shah	KEN	11756	1981	5	11	156	47	2011
albert-njogu_munene-m'mbijjewe	KEN	11757	1980	9	29	170	46	2007
albert-njogu_nicholas-rennie	KEN	11758	1985	3	5	170	81	2012
albert-njogu_olivier-kigotho	KEN	11759	1984	3	8	160	48	1998
albert-njogu_paul-brunel-wamba-ngouadjio	KEN	11760	1985	2	12	174	59	2007
albert-njogu_petty-andanda	KEN	11761	1991	7	5	157	51	1998
albert-njogu_pramel-mishra	IND	11762	1989	12	15	184	73	1996
albert-njogu_ryan-ateto-randiek	KEN	11763	1984	6	31	150	83	1996
albert-njogu_sheil-kotecha	KEN	11764	1982	11	15	169	57	2011
albert-njogu_sulle-omary-hamisi	TAN	11765	1978	1	4	179	64	2002
albert-njogu_yabets-kebede	ETH	11766	1985	9	26	176	86	2003
albert-njogu_yabsira-wondwesen	KEN	11767	1982	4	29	153	81	2008
alberto-abreu	ANG	11768	1982	2	6	182	85	2010
alberto-adam-navarro	ESP	11769	1982	9	12	171	49	2009
alberto-agis-bermudez	ESP	11770	1993	10	10	156	86	2009
alberto-agis-bermudez_ignacio-vazquez-mateo	ESP	11771	1995	7	30	167	81	2005
alberto-agis-bermudez_xoel-rodriguez-costa	ESP	11772	1995	4	27	182	57	2001
alberto-aguila-bravo	ESP	11773	1980	7	29	166	73	2011
alberto-aguila-bravo_arnaud-benidor	ESP	11774	1991	7	21	164	64	2001
alberto-aguirre-gatica	CHI	11775	1979	1	4	151	71	2002
alberto-aguirre-gatica_nicolas-retamales	CHI	11776	1988	10	29	185	73	2002
alberto-albertini	ITA	11777	1995	6	12	165	83	1996
alberto-albertini_alessandro-da-col	ITA	11778	1984	2	1	165	89	2010
alberto-albertini_andrea-serra	ITA	11779	1979	11	21	155	53	2003
alberto-albertini_davide-scala	ITA	11780	1990	3	23	148	78	2007
alberto-albertini_frederic-petitjean	ITA	11781	1988	3	17	167	78	2003
alberto-albertini_giovanni-picco	ITA	11782	1984	7	10	183	90	2012
alberto-albertini_giuseppe-montenet	ITA	11783	1976	6	7	183	49	2006
alberto-albertini_igor-gaudi	ITA	11784	1982	2	9	166	79	1997
alberto-albertini_marco-filippeschi	ITA	11785	1989	9	29	170	70	2005
alberto-albertini_stefano-mocci	ITA	11786	1976	11	5	170	80	2005
alberto-alerre_michael-john-misa	PHI	11787	1991	8	30	163	90	2009
alberto-alerre_yasushi-morishita	PHI	11788	1984	8	31	170	56	2001
alberto-alvarez-de-la-rosa	ESP	11789	1982	12	4	179	48	2010
alberto-andree-gutierrez-arevalo	HON	11790	1982	2	26	155	85	2008
alberto-andree-gutierrez-arevalo_carlos-gallardo	HON	11791	1996	3	7	166	54	2008
alberto-andree-gutierrez-arevalo_juan-pablo-egas-casco	HON	11792	1982	6	24	157	85	2007
alberto-andree-gutierrez-arevalo_oscar-javier-ramirez-bolanos	HON	11793	1982	11	29	181	47	2009
alberto-andree-gutierrez-arevalo_rhett-rollins	HON	11794	1978	5	23	182	46	1999
alberto-andree-gutierrez-arevalo_ruben-felipe-gonzalez	COL	11795	1986	2	25	172	83	1996
alberto-andres-davison-ceballos	MEX	11796	1990	2	18	170	66	2006
alberto-aramayo	BOL	11797	1992	12	15	156	86	2007
alberto-aramayo_daniel-miranda	BOL	11798	1984	3	27	170	49	2002
alberto-arilla	ESP	11799	1976	6	22	154	57	2006
alberto-arzate	MEX	11800	1983	12	1	184	82	2010
alberto-avila	ESP	11801	1989	7	11	187	47	2009
alberto-ayo_sergio-ayo	USA	11802	1981	1	10	166	61	2004
alberto-bagarello	ITA	11803	1983	6	19	178	54	2003
alberto-bagarello_alberto-giraudo	ITA	11804	1995	4	7	150	89	1998
alberto-bagarello_ettore-capello	ITA	11805	1983	5	9	155	82	2002
alberto-bagarello_lorenzo-cannella	ITA	11806	1979	1	18	148	52	2001
alberto-bagarello_lorenzo-de-rosa	ITA	11807	1981	2	30	177	51	2000
alberto-bagarello_pietro-rondoni	ITA	11808	1978	9	8	148	90	2008
alberto-baldrati	ITA	11809	1994	10	28	166	66	2012
alberto-bandini	ITA	11810	1980	1	24	177	82	2006
alberto-bandini_cristiano-arcucci	ITA	11811	1975	9	12	184	56	1999
alberto-bandini_massimo-bertolini	ITA	11812	1982	6	17	177	58	1996
alberto-banus-sado	ESP	11813	1985	2	23	149	49	2006
alberto-banus-sado_alessio-di-mauro	ESP	11814	1984	3	9	186	69	2002
alberto-banus-sado_alfredo-fernandez-andres	ESP	11815	1990	4	19	168	85	2009
alberto-banus-sado_anton-kokurin	ESP	11816	1988	10	11	186	65	2002
alberto-banus-sado_bernat-mas-avellaneda	ESP	11817	1995	9	29	169	83	2005
alberto-banus-sado_carlos-rexach-itoiz	ESP	11818	1989	12	29	181	46	2003
alberto-banus-sado_christian-requeni-sivera	ESP	11819	1975	11	16	152	46	2006
alberto-banus-sado_diego-hipperdinger	ESP	11820	1996	10	6	179	89	2002
alberto-banus-sado_diego-lozano-villalba	ESP	11821	1979	11	14	148	56	2002
alberto-banus-sado_german-puentes-alcaniz	ESP	11822	1987	9	6	159	62	2004
alberto-banus-sado_hector-calvo-garcia	ESP	11823	1991	12	10	156	85	2009
alberto-banus-sado_hermes-gamonal	ESP	11824	1978	10	26	152	54	2008
alberto-banus-sado_iker-bilbao-batiz	ESP	11825	1996	11	22	172	89	2003
alberto-banus-sado_isaac-tortades-portet	ESP	11826	1994	11	14	174	87	2001
alberto-banus-sado_ivan-lopez-rios	ESP	11827	1978	2	11	163	67	2012
alberto-banus-sado_jean-noel-grinda	ESP	11828	1993	8	31	158	83	2005
alberto-banus-sado_jonathan-garcia	ESP	11829	1977	5	1	164	67	2003
alberto-banus-sado_jordi-arrese	ESP	11830	1987	6	20	164	84	2002
alberto-banus-sado_jordi-estera-serrano	ESP	11831	1976	5	10	187	83	2001
alberto-banus-sado_jose-maria-arnedo	ARG	11832	1982	8	22	158	82	2001
alberto-banus-sado_marcio-torres	ESP	11833	1985	8	5	171	58	2004
alberto-banus-sado_marc-lopez	ESP	11834	1988	8	12	155	85	2000
